reference_number,driving_dircetion_to_well,date_completed,well_use,drilling_method,pump_type,depth,pump_setting_depth,water_quality,casing_length,casing_mateiral,casing_diameter,screen_length,screen_material,screen_diameter,slot_size,type_of_test,test_rate,bail_test_rate,drawdown,static_water_level,bailer_drawdown,material,depth_2,installation_method,number_of_bags_used,sealing_material,well_abandonment_depth,installation_method_2,number_of_bags_used_2,county,township,range,section,topo_map,grant,field_located_by,field_located_on,courthouse_location_by,courthouse_location_on,location_accepted_verification_by,location_accepted_verification_on,subdivision_name,lot_number,ft_w_of_el,ft_n_of_sl,ft_e_of_wl,ft_s_of_nl,ground_elevation,depth_of_bedrock,bedrock_elevation,aquifer_elevation,utm_easting,utm_northing
109616,100E 1 1/4 MILE S OF RD 124 E SIDE OF RD,11/14/1978,Home,Rotary,Not available,121.0,Not available,Not available,94.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,25.0 gpm,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the SW of the NW of Section 11,BERNE,Not available,TRF,8/1/1980,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,125.0,"2,500.0",830.0,94.0,736.0,Not available,675917,4510016
109617,3 1/2 MILES N OF BERNE ON SR 27,6/22/1964,Home,Cable Tool,Not available,122.0,Not available,Not available,85.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,38.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NE of the SE of Section 17,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,200.0,"2,500.0",Not available,Not available,840.0,85.0,755.0,Not available,672602,4508171
109618,500S JUST W OF 200E ON N SIDE,4/30/1979,Home,Rotary,Not available,160.0,Not available,Not available,63.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,25.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SE of Section 26,BERNE,Not available,TRF,8/19/1980,Not available,Not available,Not available,Not available,Not available,Not available,225.0,100.0,Not available,Not available,822.0,59.0,763.0,Not available,677572,4504398
109619,CR 200W 1/4 MILE N OF SR 218,8/1/1982,Home,Rotary,Not available,128.0,Not available,Not available,121.0,Not available,5.0,7.0,Not available,3.0,1040,Not available,35.0 gpm for 3.0 hrs.,Not available,Not available,63.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the SW of the SW of Section 32,BERNE,Not available,GM,10/20/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,900.0,100.0,Not available,871.0,Not available,Not available,679.0,671160,4502875
109621,2 MI S OF MONROE 2.5 MI E,9/1/1964,Home,Rotary,Not available,73.0,Not available,Not available,49.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,12.0 gpm for 1.0 hrs.,Not available,26.0 ft.,3.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 12,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,300.0,"2,000.0",Not available,825.0,47.0,780.0,Not available,678130,4509323
109622,NE .25 OF NE  .25 OF SECTION 18,2/7/1964,Home,Rotary,Not available,90.0,Not available,Not available,90.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm,Not available,40.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NE of the NE of Section 18,BERNE,Not available,WLS,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,150.0,Not available,Not available,150.0,840.0,Not available,Not available,750.0,670998,4508889
109623,ON 450S E OF 150E 1/4 MILE,11/14/1986,Not available,Not available,Not available,71.0,Not available,CLEAR,59.0,Not available,5.0,Not available,Not available,Not available,Not available,Pumping,40.0 gpm,Not available,Not available,29.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the SE of the NE of Section 26,BERNE,Not available,GM,10/20/1987,Not available,Not available,Not available,Not available,Not available,Not available,"1,200.0",Not available,Not available,"2,500.0",829.0,50.0,779.0,Not available,677255,4505260
109624,1 MILE W OF BERNE THE 1/4 MILE N,9/22/1962,Home,Cable Tool,Not available,104.0,Not available,Not available,94.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,22.0 gpm,Not available,80.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the SW of the SW of Section 32,BERNE,Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,100.0",200.0,Not available,870.0,Not available,Not available,766.0,671290,4502815
109626,CR100S E OF CR100E APPRX .5  MI ON S SIDE OF RD,9/30/1975,Home,Rotary,Not available,101.0,Not available,Not available,60.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 0.5 hrs.,Not available,22.5 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NW of the NE of Section 11,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,600.0",Not available,Not available,40.0,823.0,58.0,765.0,Not available,676995,4510774
109627,W OF BERNE TO TWP LINE (300 W) GO 3.50 MI N ON E SIDE OF RD,1/18/1978,Home,Rotary,Not available,81.0,Not available,Not available,72.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,30.0 gpm,Not available,Not available,42.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the SW of the NW of Section 18,BERNE,Not available,WH,8/16/1978,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"2,300.0",845.0,71.0,774.0,Not available,669451,4508155
109628,CORNER OF 400S AND 100E,8/1/1980,Home,Rotary,Not available,95.0,Not available,Not available,64.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,25.0 gpm for 1.0 hrs.,Not available,Not available,36.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NW of the NW of Section 26,BERNE,Not available,DPM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,150.0,400.0,841.0,58.0,783.0,Not available,676034,4505819
109629,ON 200W BETWEEN SR 218 AND 500S,8/12/1982,Home,Rotary,Submersible,128.0,Not available,CLEAR,121.0,Not available,5.0,7.0,Not available,3.0,.030,Pumping,Not available,Not available,Not available,63.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 32,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,800.0,"2,500.0",Not available,866.0,Not available,Not available,666.0,671970,4502730
109631,250E 1/8 MILE S OF 100S ON E SIDE,6/6/1979,Home,Rotary,Not available,119.0,Not available,Not available,50.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,27.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NW of the NE of Section 12,BERNE,Not available,TRF,8/19/1980,Not available,Not available,Not available,Not available,Not available,Not available,"2,500.0",Not available,Not available,200.0,824.0,47.0,777.0,Not available,678305,4510781
109632,300W 1/4 MILE S OF 300S ON E SIDE OF RD,8/30/1978,Home,Rotary,Not available,159.0,Not available,Not available,62.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,25.0 gpm,Not available,42.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the NW of the NW of Section 19,BERNE,Not available,DPM,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,50.0,"1,320.0",850.0,59.0,791.0,Not available,669477,4506844
109633,ADA 33,1/1/1947,Not available,Not available,Not available,201.0,Not available,Not available,96.0,Not available,6.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NW of Section 27,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,838.0,94.0,744.0,Not available,Not available,Not available
109634,ADA 34,1/1/1929,Not available,Not available,Not available,128.0,Not available,Not available,Not available,Not available,10.0,Not available,Not available,Not available,Not available,Not available,Not available,165.0 gpm for 6.5 hrs.,Not available,41.0 ft.,375.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of Section 32,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,857.0,Not available,Not available,730.0,Not available,Not available
109635,CR 350S 3/4 MILE W OF US 27 ON N SIDE OF RD JUST BEFORE ST MARYS RIVER,4/1/1977,Home,Rotary,Not available,88.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,14.0 gpm for 1.0 hrs.,Not available,9.0 ft.,20.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,13E,2,POE,Not available,Not available,Not available,JR,8/18/1980,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
109636,60E ON 124 TO 200E TURN S TO 300S TURN EST 1/2 MILE TO FIRST WOODS ON N SIDE,Not available,Home,Rotary,Not available,160.0,Not available,Not available,48.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,18.0 gpm,Not available,Not available,25.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 13,BERNE,Not available,WH,8/16/1978,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"2,000.0",Not available,830.0,44.0,786.0,Not available,678195,4507644
